name,From,To,Pos,Ht,Wt,Birth Date,College,player_headshot,player_id
Connie Simmons,1947,1956,C-F,6-8,222,1925-03-15,,,3602
Grant Simmons,1968,1969,G,6-3,190,1943-03-7,University of Nebraska,,3603
Johnny Simmons,1947,1947,G,6-1,184,1924-07-7,New York University,,3604
Jonathon Simmons,2016,2017,G-F,6-6,195,1989-09-14,University of Houston,,3605
Lionel Simmons,1991,1997,F,6-7,210,1968-11-14,La Salle University,,3606
Miles Simon,1999,1999,G,6-3,202,1975-11-21,University of Arizona,,3607
Walter Simon,1968,1974,F-G,6-6,200,1939-12-1,Benedict College,,3608
Dickey Simpkins,1995,2002,F,6-9,248,1972-04-6,Providence College,,3609
Ralph Simpson,1971,1980,G-F,6-5,200,1949-08-10,Michigan State University,,3610
Alvin Sims,1999,1999,G,6-4,235,1974-10-18,University of Louisville,,3611
Bob Sims,1962,1968,G-F,6-5,220,1938-10-9,Pepperdine University,,3612
Courtney Sims,2008,2009,C,6-10,245,1983-10-21,University of Michigan,"static/useful_pics/Courtney Sims.png",3613
Doug Sims,1969,1969,F,6-7,195,1943-06-29,Kent State University,,3614
Henry Sims,2013,2016,C,6-10,248,1990-03-27,Georgetown University,"static/useful_pics/Henry Sims.png",3615
Scott Sims,1978,1978,G,6-1,170,1955-04-18,University of Missouri,,3616
Kyle Singler,2013,2017,F,6-8,228,1988-05-4,Duke University,"static/useful_pics/Kyle Singler.png",3617
Sean Singletary,2009,2009,G,6-0,185,1985-09-6,University of Virginia,"static/useful_pics/Sean Singletary.png",3618
Chris Singleton,2012,2014,F,6-8,230,1989-11-21,Florida State University,"static/useful_pics/Chris Singleton.png",3619
James Singleton,2006,2012,F,6-8,216,1981-07-20,Murray State University,"static/useful_pics/James Singleton.png",3620
McKinley Singleton,1987,1987,G,6-5,175,1961-10-29,University of Alabama at Birmingham,,3621
Zeke Sinicola,1952,1954,G,5-10,165,1929-01-25,Niagara University,,3622
Charlie Sitton,1985,1985,F,6-8,210,1962-07-3,Oregon State University,,3623
Peyton Siva,2014,2014,G,6-0,185,1990-10-24,University of Louisville,,3624
Scott Skiles,1987,1996,G,6-1,180,1964-03-5,Michigan State University,,3625
Al Skinner,1975,1980,G,6-3,190,1952-06-16,University of Massachusetts Amherst,,3626
Brian Skinner,1999,2012,F,6-9,255,1976-05-19,Baylor University,"static/useful_pics/Brian Skinner.png",3627
Tal Skinner,1975,1976,F-G,6-5,195,1952-09-10,University of Maryland Eastern Shore,,3628
Whitey Skoog,1952,1957,G,5-11,180,1926-11-2,University of Minnesota,,3629
Jeff Slade,1963,1963,F,6-6,220,1941-03-1,Kenyon College,,3630
Reggie Slater,1995,2003,F,6-7,215,1970-08-27,University of Wyoming,,3631
Jim Slaughter,1952,1952,C,6-11,210,1928-05-13,University of South Carolina,,3632
Jose Slaughter,1983,1983,G,6-5,205,1960-09-9,University of Portland,,3633
Tamar Slay,2003,2005,G,6-8,215,1980-04-2,Marshall University,,3634
Donald Sloan,2012,2016,G,6-3,205,1988-01-15,Texas A&M University,"static/useful_pics/Donald Sloan.png",3635
Jerry Sloan,1966,1976,G-F,6-5,195,1942-03-28,University of Evansville,,3636
Uros Slokar,2007,2007,F,6-10,238,1983-05-14,,,3637
Tom Sluby,1985,1985,G,6-4,200,1962-02-18,University of Notre Dame,,3638
Keith Smart,1989,1989,G,6-1,175,1964-09-21,Indiana University,,3639
Marcus Smart,2015,2017,G,6-4,220,1994-03-6,Oklahoma State University,,3640
Belus Smawley,1947,1952,G-F,6-1,195,1918-03-20,Appalachian State University,,3641
Jack Smiley,1949,1950,F-G,6-3,190,1922-12-22,University of Illinois at Urbana-Champaign,,3642
Adrian Smith,1962,1972,G,6-1,180,1936-10-5,University of Kentucky,,3643
Al Smith,1972,1976,G,6-1,185,1947-01-15,Bradley University,,3644
Bill Smith,1962,1962,G-F,6-5,190,1939-04-26,Saint Peter's College,,3645
Bingo Smith,1970,1980,F-G,6-5,195,1946-02-26,University of Tulsa,,3646
Bobby Smith,1960,1962,G,6-4,190,1937-08-20,West Virginia University,,3647
Charles Smith,1989,1997,F-C,6-10,230,1965-07-16,University of Pittsburgh,,3648
Charles Smith,1990,1996,G,6-1,160,1967-11-29,Georgetown University,,3649
Charles Smith,1998,2006,G,6-4,194,1975-08-22,University of New Mexico,,3650
Chris Smith,1993,1995,G,6-3,190,1970-05-17,University of Connecticut,,3651
Chris Smith,2014,2014,G,6-2,200,1987-10-13,University of Louisville,,3652
Clinton Smith,1987,1991,F,6-6,210,1964-01-19,Cleveland State University,,3653
Craig Smith,2007,2012,F,6-7,250,1983-11-10,Boston College,"static/useful_pics/Craig Smith.png",3654
Deb Smith,1947,1947,F,6-3,180,1920-01-7,University of Utah,,3655
Derek Smith,1983,1991,G-F,6-6,205,1961-11-1,University of Louisville,,3656
Don Smith,1949,1949,G-F,6-2,190,1920-07-27,University of Minnesota,,3657
Don Smith,1975,1975,G,6-0,160,1951-10-10,University of Dayton,,3658
Donta Smith,2005,2006,G-F,6-7,215,1983-11-27,Southeastern Illinois College,,3659
Doug Smith,1992,1996,F,6-10,220,1969-09-17,University of Missouri,,3660
Ed Smith,1954,1954,F,6-6,180,1929-07-5,Harvard University,,3661
Elmore Smith,1972,1979,C,7-0,250,1949-05-9,Kentucky State University,,3662
Garfield Smith,1971,1973,C-F,6-9,235,1945-11-18,Eastern Kentucky University,,3663
Greg Smith,1969,1976,F,6-5,195,1947-01-28,Western Kentucky University,"static/useful_pics/Greg Smith.png",3664
Greg Smith,2012,2016,C,6-10,250,1991-01-8,"California State University, Fresno","static/useful_pics/Greg Smith.png",3665
Ishmael Smith,2011,2017,G,6-0,175,1988-07-5,Wake Forest University,"static/useful_pics/Ishmael Smith.png",3666
J.R. Smith,2005,2017,G-F,6-6,225,1985-09-9,,"static/useful_pics/J.R. Smith.png",3667
Jabari Smith,2001,2005,C,6-11,250,1977-02-12,Louisiana State University,,3668
Jason Smith,2008,2017,F-C,7-0,245,1986-03-2,Colorado State University,"static/useful_pics/Jason Smith.png",3669
Jerry Smith,2012,2012,G,6-2,190,1987-09-26,University of Louisville,,3670
Jim Smith,1982,1983,F,6-9,225,1958-04-12,Ohio State University,,3671
Joe Smith,1996,2011,F,6-10,225,1975-07-26,University of Maryland,"static/useful_pics/Joe Smith.png",3672
John Smith,1969,1970,C,7-0,235,1944-05-24,University of Southern Colorado,,3673
Josh Smith,2005,2016,F,6-9,225,1985-12-5,,"static/useful_pics/Josh Smith.png",3674
Keith Smith,1987,1987,G,6-3,180,1964-03-9,Loyola Marymount University,,3675
Ken Smith,1976,1976,F,6-7,185,1953-07-12,University of Tulsa,,3676
Kenny Smith,1988,1997,G,6-3,170,1965-03-8,University of North Carolina,,3677
LaBradford Smith,1992,1994,G,6-3,200,1969-04-3,University of Louisville,,3678
Larry Smith,1981,1993,F-C,6-8,215,1958-01-18,Alcorn State University,,3679
Leon Smith,2002,2004,C,6-10,235,1980-11-2,,,3680
Michael Smith,1990,1995,F,6-10,225,1965-05-19,Brigham Young University,,3681
Michael Smith,1995,2001,F,6-8,230,1972-03-28,Providence College,,3682
Mike Smith,2001,2001,F,6-8,195,1976-04-15,University of Louisiana at Monroe,,3683
Nolan Smith,2012,2013,G,6-2,185,1988-07-25,Duke University,"static/useful_pics/Nolan Smith.png",3684
Otis Smith,1987,1992,G-F,6-5,210,1964-01-30,Jacksonville University,,3685
Pete Smith,1973,1973,F,6-6,205,,Valdosta State University,,3686
Phil Smith,1975,1983,G,6-4,185,1952-04-22,University of San Francisco,,3687
Randy Smith,1972,1983,G-F,6-3,180,1948-12-12,State University of New York College at Buffalo,,3688
Reggie Smith,1993,1994,C,6-10,240,1970-08-21,Texas Christian University,,3689
Robert Smith,1978,1985,G,5-11,165,1955-03-10,"University of Nevada, Las Vegas",,3690
Russ Smith,2015,2016,G,6-0,165,1991-04-19,University of Louisville,,3691
Sam Smith,1968,1971,F,6-7,230,1944-01-27,Kentucky Wesleyan College,,3692
Sam Smith,1979,1980,G,6-4,200,1955-01-8,"University of Nevada, Las Vegas",,3693
Steve Smith,1992,2005,G,6-7,200,1969-03-31,Michigan State University,,3694
Steven Smith,2007,2007,F,6-8,235,1983-04-12,La Salle University,,3695
Stevin Smith,1997,1997,G,6-2,208,1972-01-24,Arizona State University,,3696
Theron Smith,2004,2005,F,6-8,225,1980-10-3,Ball State University,,3697
Tony Smith,1991,2001,G,6-3,185,1968-06-14,Marquette University,,3698
William Smith,1972,1973,C,7-0,220,1949-02-14,Syracuse University,,3699
Willie Smith,1977,1980,G,6-2,170,1953-10-26,University of Missouri,,3700
Rik Smits,1989,2000,C,7-4,250,1966-08-23,Marist College,,3701
Mike Smrek,1986,1992,C,7-0,250,1962-08-31,Canisius College,,3702
Joe Smyth,1954,1954,F,6-3,215,1929-05-22,Niagara University,,3703
Tony Snell,2014,2017,G-F,6-7,200,1991-11-10,University of New Mexico,,3704
Eric Snow,1996,2008,G,6-3,190,1973-04-24,Michigan State University,"static/useful_pics/Eric Snow.png",3705
Dick Snyder,1967,1979,G-F,6-5,207,1944-02-1,Davidson College,,3706
Kirk Snyder,2005,2008,G,6-6,225,1983-06-5,"University of Nevada, Reno","static/useful_pics/Kirk Snyder.png",3707
Chips Sobek,1950,1950,G-F,6-0,180,1920-02-10,University of Notre Dame,,3708
Ricky Sobers,1976,1986,G,6-3,198,1953-01-15,"University of Nevada, Las Vegas",,3709
Ron Sobie,1957,1960,G,6-3,185,1934-09-21,DePaul University,,3710
Mike Sojourner,1975,1977,C-F,6-9,225,1953-10-16,University of Utah,,3711
Willard Sojourner,1972,1975,C-F,6-8,225,1948-09-10,Weber State University,,3712
Will Solomon,2002,2009,G,6-1,185,1978-07-20,Clemson University,"static/useful_pics/Will Solomon.png",3713
Willie Somerset,1966,1969,G,5-8,170,1942-03-17,Duquesne University,,3714
Darius Songaila,2004,2011,F,6-9,248,1978-02-14,Wake Forest University,"static/useful_pics/Darius Songaila.png",3715
Dave Sorenson,1971,1973,F,6-8,225,1948-07-8,Ohio State University,,3716
James Southerland,2014,2014,F,6-8,215,1990-04-28,Syracuse University,,3717
Gino Sovran,1947,1947,F-G,6-2,175,1924-12-17,University of Detroit Mercy,,3718
Pape Sow,2005,2007,F,6-10,250,1981-11-22,"California State University, Fullerton",,3719
Ken Spain,1971,1971,C,6-9,225,1946-10-6,University of Houston,,3720
Jim Spanarkel,1980,1984,G-F,6-5,190,1957-06-28,Duke University,,3721
Vassilis Spanoulis,2007,2007,G,6-4,195,1982-08-7,,,3722
Daniel Sparks,1969,1970,F,6-8,200,1945-04-17,Weber State University,,3723
Guy Sparrow,1958,1960,F,6-6,218,1932-11-2,University of Detroit Mercy,,3724
Rory Sparrow,1981,1992,G,6-2,175,1958-06-12,Villanova University,,3725
Odie Spears,1949,1957,G,6-5,205,1925-06-26,Western Kentucky University,,3726
Art Spector,1947,1950,F,6-4,200,1920-10-17,Villanova University,,3727
Marreese Speights,2009,2017,C-F,6-10,255,1987-08-4,University of Florida,"static/useful_pics/Marreese Speights.png",3728
Andre Spencer,1993,1994,F,6-6,210,1964-07-20,Northern Arizona University,,3729
Elmore Spencer,1993,1997,C,7-0,270,1969-12-6,"University of Nevada, Las Vegas",,3730
Felton Spencer,1991,2002,C,7-0,265,1968-01-15,University of Louisville,,3731
Lou Spicer,1947,1947,F,6-2,195,1922-11-12,Syracuse University,,3732
Craig Spitzer,1968,1968,C,7-0,225,1945-12-18,Tulane University,,3733
Tiago Splitter,2011,2016,F-C,6-11,245,1985-01-1,,"static/useful_pics/Tiago Splitter.png",3734
Art Spoelstra,1955,1958,C,6-9,220,1932-09-11,Western Kentucky University,,3735
Bruce Spraggins,1968,1968,F,6-5,188,,Virginia Union University,,3736
Latrell Sprewell,1993,2005,G,6-5,190,1970-09-8,University of Alabama,,3737
Larry Spriggs,1982,1986,F,6-7,230,1959-09-8,Howard University,,3738
Jim Springer,1949,1949,C,6-9,235,1926-06-17,,,3739
Jim Spruill,1949,1949,G,6-2,225,1923-02-26,Rice University,,3740
Ryan Stack,1999,2000,F,6-11,215,1975-07-24,University of South Carolina,,3741
Jerry Stackhouse,1996,2013,G-F,6-6,218,1974-11-5,University of North Carolina,"static/useful_pics/Jerry Stackhouse.png",3742
Kevin Stacom,1975,1982,G,6-3,185,1951-09-4,Providence College,,3743
Erv Staggs,1970,1970,F-G,6-6,195,,Cheyney University of Pennsylvania,,3744
Bud Stallworth,1973,1977,F-G,6-5,190,1950-01-18,University of Kansas,,3745
Dave Stallworth,1966,1975,F-C,6-7,200,1941-12-20,Wichita State University,,3746
Ed Stanczak,1950,1951,F,6-1,185,1921-08-15,,,3747
Terence Stansbury,1985,1987,G,6-5,170,1961-02-27,Temple University,,3748
John Starks,1989,2002,G,6-3,180,1965-08-10,Oklahoma State University,,3749
Keith Starr,1977,1977,G-F,6-6,190,1954-03-14,University of Pittsburgh,,3750
Nik Stauskas,2015,2017,G,6-6,205,1993-10-7,University of Michigan,,3751
Larry Staverman,1959,1964,F,6-7,205,1936-10-11,Thomas More College,,3752
Larry Steele,1972,1980,G-F,6-5,180,1949-05-5,University of Kentucky,,3753
Matt Steigenga,1997,1997,F,6-7,225,1970-03-27,Michigan State University,,3754
Vladimir Stepania,1999,2004,C,7-0,236,1976-05-8,,,3755
D.J. Stephens,2014,2014,G-F,6-5,188,1990-12-19,University of Memphis,,3756
Everette Stephens,1989,1991,G,6-2,175,1966-10-21,Purdue University,,3757
Jack Stephens,1956,1956,G-F,6-3,185,1933-05-18,University of Notre Dame,,3758
Joe Stephens,1997,2000,F,6-7,210,1973-01-28,University of Arkansas at Little Rock,,3759
Lance Stephenson,2011,2017,G-F,6-5,230,1990-09-5,University of Cincinnati,"static/useful_pics/Lance Stephenson.png",3760
Alex Stepheson,2016,2016,F,6-10,270,1987-08-7,University of Southern California,,3761
Brook Steppe,1983,1989,G-F,6-5,195,1959-11-7,Georgia Institute of Technology,,3762
Barry Stevens,1993,1993,G-F,6-5,195,1963-01-17,Iowa State University,,3763
Wayne Stevens,1960,1960,F,6-3,185,1936-06-19,University of Cincinnati,,3764
DeShawn Stevenson,2001,2013,G,6-5,210,1981-04-3,,"static/useful_pics/DeShawn Stevenson.png",3765
Dennis Stewart,1971,1971,F,6-6,220,1947-04-11,University of Michigan,,3766
Kebu Stewart,1998,1998,F,6-8,239,1973-12-19,"California State University, Bakersfield",,3767
Larry Stewart,1992,1997,F,6-8,220,1968-09-21,Coppin State University,,3768
Michael Stewart,1998,2005,C,6-10,230,1975-04-25,University of California,,3769
Norm Stewart,1957,1957,F,6-5,205,1935-01-20,University of Missouri,,3770
Greg Stiemsma,2012,2015,C,6-11,260,1985-09-26,University of Wisconsin,"static/useful_pics/Greg Stiemsma.png",3771
Steve Stipanovich,1984,1988,C,6-11,245,1960-11-17,University of Missouri,,3772
Bryant Stith,1993,2002,G,6-5,208,1970-12-10,University of Virginia,,3773
Sam Stith,1962,1962,G,6-2,185,1937-07-22,St. Bonaventure University,,3774
Tom Stith,1963,1963,F,6-5,210,1939-01-21,St. Bonaventure University,,3775
Alex Stivrins,1986,1993,F,6-8,220,1962-11-29,University of Colorado,,3776
David Stockton,2015,2015,G,5-11,165,1991-06-24,Gonzaga University,,3777
John Stockton,1985,2003,G,6-1,170,1962-03-26,Gonzaga University,,3778
Peja Stojakovic,1999,2011,F-G,6-9,220,1977-06-9,,"static/useful_pics/Peja Stojakovic.png",3779
Ed Stokes,1998,1998,C,7-0,264,1971-09-3,University of Arizona,,3780
Greg Stokes,1986,1990,F-C,6-10,220,1963-08-5,University of Iowa,,3781
Jarnell Stokes,2015,2017,F-C,6-9,263,1994-01-7,University of Tennessee,,3782
Maurice Stokes,1956,1958,F-C,6-7,232,1933-06-17,Saint Francis University,,3783
Art Stolkey,1947,1947,G,6-1,180,1920-10-23,University of Detroit Mercy,,3784
Randy Stoll,1968,1968,C,6-7,235,,Washington State University,,3785
Diamond Stone,2017,2017,C,6-11,255,1997-02-10,University of Maryland,,3786
George Stone,1969,1972,F,6-7,195,1946-02-9,Marshall University,,3787
Julyan Stone,2012,2014,G,6-6,200,1988-12-7,University of Texas at El Paso,"static/useful_pics/Julyan Stone.png",3788
Awvee Storey,2005,2008,G-F,6-6,222,1977-04-18,Arizona State University,,3789
Damon Stoudamire,1996,2008,G,5-10,171,1973-09-3,University of Arizona,"static/useful_pics/Damon Stoudamire.png",3790
Salim Stoudamire,2006,2008,G,6-1,179,1982-10-11,University of Arizona,,3791
Amar'e Stoudemire,2003,2016,F-C,6-10,245,1982-11-16,,"static/useful_pics/Amar'e Stoudemire.png",3792
Paul Stovall,1973,1974,F,6-4,215,1948-08-16,Arizona State University,,3793
D.J. Strawberry,2008,2008,G,6-5,201,1985-06-15,University of Maryland,"static/useful_pics/D.J. Strawberry.png",3794
Joe Strawder,1966,1968,C,6-10,235,1940-09-21,Bradley University,,3795
Bill Stricker,1971,1971,F,6-9,210,1948-01-22,University of the Pacific,,3796
Erick Strickland,1997,2005,G,6-3,210,1973-11-25,University of Nebraska,,3797
Mark Strickland,1995,2003,F,6-9,210,1970-07-14,Temple University,,3798
Rod Strickland,1989,2005,G,6-3,175,1966-07-11,DePaul University,,3799
Roger Strickland,1964,1964,F,6-5,200,1940-09-4,Jacksonville University,,3800
John Stroeder,1988,1989,F,6-10,260,1958-07-24,University of Montana,,3801
Derek Strong,1992,2001,F,6-8,220,1968-02-9,Xavier University,,3802
Lamont Strothers,1992,1993,G,6-4,190,1968-05-10,Christopher Newport University,,3803
John Stroud,1981,1981,F,6-7,215,1957-10-29,University of Mississippi,,3804
Red Stroud,1968,1968,G,6-0,160,1941-05-2,Mississippi State University,,3805
Rodney Stuckey,2008,2017,G,6-5,210,1986-04-21,Eastern Washington University,"static/useful_pics/Rodney Stuckey.png",3806
Gene Stump,1948,1950,F-G,6-2,185,1923-11-13,DePaul University,,3807
Stan Stutz,1947,1949,G-F,5-10,170,1920-04-14,University of Rhode Island,,3808
Gary Suiter,1971,1971,C-F,6-9,225,1945-01-18,Midwestern State University,,3809
Jared Sullinger,2013,2017,F,6-9,260,1992-03-4,Ohio State University,"static/useful_pics/Jared Sullinger.png",3810
DaJuan Summers,2010,2013,F,6-8,230,1988-01-24,Georgetown University,"static/useful_pics/DaJuan Summers.png",3811
Barry Sumpter,1989,1989,F-C,6-11,215,1965-11-11,Austin Peay State University,,3812
Don Sunderlage,1954,1955,G,6-1,180,1929-12-20,University of Illinois at Urbana-Champaign,,3813
Bruno Sundov,1999,2005,C,7-2,220,1980-02-10,,,3814
Jon Sundvold,1984,1992,G,6-2,170,1961-07-2,University of Missouri,,3815
Bob Sura,1996,2005,G,6-5,200,1973-03-25,Florida State University,,3816
Dick Surhoff,1953,1954,F,6-4,210,1929-11-16,Long Island University,,3817
George Sutor,1968,1970,C,6-8,235,1943-09-14,La Salle University,,3818
Dane Suttle,1984,1985,G,6-3,190,1961-08-9,Pepperdine University,,3819
Greg Sutton,1992,1996,G,6-2,170,1967-12-3,Oral Roberts University,,3820
Keith Swagerty,1969,1970,F,6-7,235,1945-10-30,University of the Pacific,,3821
Bennie Swain,1959,1959,F,6-8,220,1933-12-16,Texas Southern University,,3822
Norm Swanson,1954,1954,F,6-6,210,1930-10-4,University of Detroit Mercy,,3823
Dan Swartz,1963,1963,F,6-4,215,1934-12-23,Morehead State University,,3824
Mike Sweetney,2004,2007,F,6-8,275,1982-10-25,Georgetown University,,3825
Robert Swift,2005,2009,C,7-0,245,1985-12-3,,"static/useful_pics/Robert Swift.png",3826
Skeeter Swift,1970,1974,G,6-3,204,1946-06-19,East Tennessee State University,,3827
Stromile Swift,2001,2009,F,6-9,225,1979-11-21,Louisiana State University,,3828
Aaron Swinson,1995,1995,F,6-5,230,1971-01-9,Auburn University,,3829
Pape Sy,2011,2011,F,6-7,225,1988-04-5,,"static/useful_pics/Pape Sy.png",3830
Buck Sydnor,1947,1947,G,5-10,175,1921-09-19,Western Kentucky University,,3831
Larry Sykes,1996,1996,F,6-9,255,1973-04-11,Xavier University,,3832
Brett Szabo,1997,1997,C,6-11,230,1968-02-1,Augustana College (SD),,3833
Wally Szczerbiak,2000,2009,F,6-7,244,1977-03-5,Miami University,,3834
Walt Szczerbiak,1972,1972,F,6-6,210,1949-08-21,George Washington University,,3835
Zan Tabak,1995,2001,C,7-0,245,1970-06-15,,,3836
Yuta Tabuse,2005,2005,G,5-9,165,1980-10-5,Brigham Young University Hawaii,,3837
Chris Taft,2006,2006,F,6-10,260,1985-03-10,University of Pittsburgh,,3838
Sid Tanenbaum,1948,1949,G,6-0,160,1925-10-8,New York University,,3839
Dragan Tarlac,2001,2001,C,6-10,260,1973-05-9,,,3840
Roy Tarpley,1987,1995,C-F,6-11,230,1964-11-28,University of Michigan,,3841
Levern Tart,1968,1971,G-F,6-2,195,1942-06-1,Bradley University,,3842
